locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_A1918,39,35,NC_008313.1,2083444,2085906,-,gene,1.2830401158988467,0.9972628219426221,554.4871794871794,non-essential,Q0KAF2,Q0KAF2_CUPNH,Penicillin amidase or acylase (EC 3.5.1.11),H16_A1918,820
H16_A1920,12,12,NC_008313.1,2087666,2088274,+,gene,1.7685342388228635,0.9961885747239299,558.25,non-essential,Q0KAF0,Q0KAF0_CUPNH,Uncharacterized protein,H16_A1920,202
H16_A1921,17,14,NC_008313.1,2088342,2089964,-,gene,0.7748042512402401,0.5244401060034508,556.4117647058823,non-essential,Q0KAE9,Q0KAE9_CUPNH,"ABC-type transporter, duplicated ATPase domains:Drug RA1 family (EC 3.6.3.-)",H16_A1921,540
H16_A1922,1,0,NC_008313.1,2090238,2091197,-,gene,0,1.8746277799306185e-4,555,essential,Q0KAE8,Q0KAE8_CUPNH,"Putative muramoyl-tetrapeptide carboxypeptidase,homologs of microcin C7 resistance protein MccF (EC 3.4.17.13)",mccF H16_A1922,319
H16_A1923,2,0,NC_008313.1,2091194,2091796,-,gene,0,0.004691546464401141,553.5,essential,Q0KAE7,Q0KAE7_CUPNH,tRNA-specific adenosine deaminase (EC 3.5.4.33),tadA H16_A1923,200
H16_A1925,11,9,NC_008313.1,2092406,2093041,-,gene,1.2861368735441645,0.9419277729375999,550.8181818181819,non-essential,Q0KAE5,Q0KAE5_CUPNH,7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE),queE H16_A1925,211
H16_A1926,11,10,NC_008313.1,2093545,2094051,-,gene,1.790112848713983,0.9939505994966116,551.4545454545455,non-essential,Q0KAE4,Q0KAE4_CUPNH,Uncharacterized protein conserved in bacteria,H16_A1926,168
H16_A1927,5,5,NC_008313.1,2094153,2094908,-,pseudogene,0.6098081543546401,0.3591000982031865,543,non-essential,NA,NA,NA,NA,NA
H16_A1928,3,1,NC_008313.1,2094882,2095349,+,gene,0.19863892607851005,0.08877834422143631,539.3333333333334,ambiguous,Q0KAE2,Q0KAE2_CUPNH,Uncharacterized protein,H16_A1928,155
H16_A1929,11,11,NC_008313.1,2095504,2095905,+,gene,2.544658761260115,0.9997560123853257,539,non-essential,Q0KAE1,Q0KAE1_CUPNH,Uncharacterized protein,H16_A1929,133
H16_A1930,9,7,NC_008313.1,2095924,2096544,-,gene,1.041542673491251,0.8254187883935454,541.8888888888889,non-essential,Q0KAE0,Q0KAE0_CUPNH,Uncharacterized conserved protein,H16_A1930,206
H16_A1931,26,12,NC_008313.1,2096626,2098239,-,gene,0.6946367985670895,0.37265857728152985,535.9615384615385,non-essential,Q0KAD9,Q0KAD9_CUPNH,"ABC-type transporter, duplicated ATPase domains:Drug RA1 family (EC 3.6.3.-)",H16_A1931,537
H16_A1933,28,23,NC_008313.1,2098421,2100191,-,pseudogene,1.2258821021213089,0.986135892246609,517.3928571428571,non-essential,NA,NA,NA,NA,NA
H16_A1935,12,10,NC_008313.1,2101574,2102782,-,gene,2.5471458674102267,0.9996336188335553,162.66666666666666,non-essential,Q0KAD5,Q0KAD5_CUPNH,"L-Alanine-DL-glutamate epimerase, muconate lactonizing enzyme",rspA H16_A1935,402
H16_A1936,15,8,NC_008313.1,2102802,2103566,-,gene,3.1924403013663647,0.9997890848234006,164.06666666666666,non-essential,Q0KAD4,Q0KAD4_CUPNH,"Transcriptional regulator, GntR-family",H16_A1936,254
H16_A1937,6,6,NC_008313.1,2103728,2105224,+,gene,1.222772922916395,0.8994712876528048,163.66666666666666,non-essential,Q0KAD3,Q0KAD3_CUPNH,Mannitol dehydrogenase (EC 1.1.1.15),mtlD H16_A1937,498
H16_A1938,3,3,NC_008313.1,2105261,2106280,+,gene,0.9086613600843239,0.7276534619163617,162.33333333333334,non-essential,Q0KAD2,Q0KAD2_CUPNH,"TRAP-type transporter, periplasmic component",H16_A1938,339
H16_A1939,8,7,NC_008313.1,2106343,2108211,+,gene,1.1674017782329391,0.8915895572926567,160.375,non-essential,Q0KAD1,Q0KAD1_CUPNH,"TRAP-type transporter, large permease component",H16_A1939,622
H16_A1940,4,4,NC_008313.1,2108291,2108827,-,gene,2.369130723067722,0.9878595095380911,157.5,non-essential,NA,NA,NA,NA,NA
H16_A1941,2,2,NC_008313.1,2109282,2110424,+,gene,0.5631291293118309,0.4556766992389706,155.5,non-essential,Q0KAC9,Q0KAC9_CUPNH,Uncharacterized protein,H16_A1941,380
H16_A1942,3,2,NC_008313.1,2110461,2111549,+,gene,0.5817200297840656,0.4797514514368111,158,non-essential,Q0KAC8,Q0KAC8_CUPNH,Uncharacterized protein,H16_A1942,362
H16_A1943,5,5,NC_008313.1,2111574,2112872,+,gene,1.211345950712756,0.8847780191904098,158.8,non-essential,Q0KAC7,Q0KAC7_CUPNH,Hypothetical membrane associated protein,H16_A1943,432
H16_A1944,9,4,NC_008313.1,2112924,2115002,+,gene,0.6091543719009271,0.399328539481605,157,non-essential,Q0KAC6,Q0KAC6_CUPNH,Uncharacterized protein,H16_A1944,692
H16_A1945,2,2,NC_008313.1,2115024,2116109,+,gene,0.5946187007581388,0.49439543603103264,155,non-essential,Q0KAC5,Q0KAC5_CUPNH,Uncharacterized protein,H16_A1945,361
H16_A1946,2,2,NC_008313.1,2116169,2117035,+,gene,0.737856995487804,0.6327444844483846,156.5,non-essential,Q0KAC4,Q0KAC4_CUPNH,Hypothetical membrane associated protein,H16_A1946,288
H16_A1947,1,1,NC_008313.1,2117032,2117706,+,gene,0.46951883709574427,0.4908607444004137,158,non-essential,Q0KAC3,Q0KAC3_CUPNH,Uncharacterized protein,H16_A1947,224
H16_A1948,7,6,NC_008313.1,2117719,2118774,+,gene,1.75530981218185,0.9791929579702886,161.85714285714286,non-essential,Q0KAC2,Q0KAC2_CUPNH,Uncharacterized protein,H16_A1948,354
H16_A1950,2,1,NC_008313.1,2121042,2121878,-,gene,0.3680564841903772,0.360759328429203,162.5,non-essential,Q0KAC0,Q0KAC0_CUPNH,Uncharacterized protein,H16_A1950,278
H16_A1951,2,1,NC_008313.1,2121880,2123166,-,gene,0.24000153600983049,0.1517198176320253,162,ambiguous,Q0KAB9,Q0KAB9_CUPNH,Predicted flavoprotein involved in K+ transport,trkA2 H16_A1951,428
H16_A1952,0,0,NC_008313.1,2123202,2123489,NA,gene,0,0.47444136040858315,162,ambiguous,Q0KAB8,Q0KAB8_CUPNH,Uncharacterized protein,H16_A1952,95
H16_A1953,4,2,NC_008313.1,2123498,2124493,-,gene,0.6223125442410273,0.5265837175044353,161.25,non-essential,Q0KAB7,Q0KAB7_CUPNH,Selenophosphate synthetase-related protein,H16_A1953,331
H16_A1954,0,0,NC_008313.1,2124490,2125044,NA,gene,0,0.24276545357954077,159,ambiguous,Q0KAB6,Q0KAB6_CUPNH,Predicted acyltransferase (EC 2.3.1.-),H16_A1954,184
H16_A1955,2,2,NC_008313.1,2125041,2126186,-,gene,0.5545214268839733,0.4453052628614397,157.5,non-essential,Q0KAB5,Q0KAB5_CUPNH,Biotin synthase-related enzyme,H16_A1955,367
H16_A1957,1,1,NC_008313.1,2127174,2127656,-,gene,0.660728916140286,0.6584397318785035,157,non-essential,Q0KAB3,Q0KAB3_CUPNH,Uncharacterized protein,H16_A1957,160
H16_A1958,10,6,NC_008313.1,2128071,2129462,+,gene,1.3825139633910302,0.9390014579175716,155.7,non-essential,Q0KAB2,Q0KAB2_CUPNH,"Transcriptional regulator, MocR family (EC 2.6.1.-)",H16_A1958,463
H16_A1959,2,1,NC_008313.1,2129534,2130232,-,gene,0.4681910968781018,0.48931567367031725,153,non-essential,NA,NA,NA,NA,NA
H16_A1965,9,6,NC_008313.1,2135303,2136220,+,gene,2.2104983937045004,0.9934860976463211,147.77777777777777,non-essential,Q0KAA5,Q0KAA5_CUPNH,"Benzoate operon transcriptional regulator,LysR-family",benM H16_A1965,305
H16_A1969,7,5,NC_008313.1,2138626,2139480,+,gene,1.9779732894486994,0.9833770434659359,148.14285714285714,non-essential,Q0KAA1,Q0KAA1_CUPNH,Uncharacterized protein,H16_A1969,284
H16_A1970,10,5,NC_008313.1,2139614,2140309,-,gene,2.515470141369422,0.9944562512110255,143,non-essential,Q0KAA0,Q0KAA0_CUPNH,"Transcriptional regulator, TetR/AcrR-family",H16_A1970,231
H16_A1974,6,5,NC_008313.1,2145269,2147284,+,gene,0.9089461072868046,0.7187059788877058,136.83333333333334,non-essential,Q0KA96,Q0KA96_CUPNH,"Acetyl/propionyl-CoA carboxylase, alpha subunit (EC 6.3.4.-)",H16_A1974,671
H16_A1976,10,7,NC_008313.1,2149676,2152159,+,gene,0.6809590237771436,0.4578802166017165,199.6,non-essential,Q0KA94,Q0KA94_CUPNH,Putative copper uptake P-type ATPase (EC 3.6.3.4),copP1 H16_A1976,702
H16_A1977,3,3,NC_008313.1,2152533,2152793,+,gene,2.760397497239603,0.988200896882347,208.66666666666666,non-essential,Q0KA93,Q0KA93_CUPNH,Uncharacterized protein,H16_A1977,86
H16_A1978,4,4,NC_008313.1,2152793,2153458,+,gene,1.4494150649757058,0.92712321338902,207.75,non-essential,Q0KA92,Q0KA92_CUPNH,Uncharacterized protein,H16_A1978,222
H16_A1979,5,5,NC_008313.1,2154223,2155026,+,gene,1.5113228306472086,0.9486215887117578,206.2,non-essential,Q0KA91,Q0KA91_CUPNH,Uncharacterized protein,H16_A1979,265
H16_A1981,12,11,NC_008313.1,2156368,2156706,+,gene,7.748661594815442,0.9999999974018546,210,non-essential,Q0KA89,Q0KA89_CUPNH,"Transcriptional regulator, ArsR-family",H16_A1981,112
H16_A1982,4,2,NC_008313.1,2156700,2157134,+,gene,1.1024629021233436,0.8214433442670814,209,non-essential,Q0KA88,Q0KA88_CUPNH,Hypothetical membrane protein,H16_A1982,144
H16_A1983,3,3,NC_008313.1,2157136,2157567,+,gene,1.6732107799393183,0.9429583057445332,208,non-essential,Q0KA87,Q0KA87_CUPNH,Hypothetical membrane protein,H16_A1983,143
H16_A1984,11,5,NC_008313.1,2157940,2158500,+,gene,2.0959087860496313,0.986949766899885,212.9090909090909,non-essential,Q0KA86,Q0KA86_CUPNH,Uncharacterized protein,H16_A1984,186
H16_A1985,23,18,NC_008313.1,2158811,2160535,-,gene,2.5098161699089774,0.9999937018514324,208.04347826086956,non-essential,NA,NA,NA,NA,NA
H16_A1986,8,7,NC_008313.1,2160960,2163260,+,gene,0.7144315166360482,0.473497298165128,212.875,non-essential,Q0KA84,Q0KA84_CUPNH,Putative silver efflux P-type ATPase (EC 3.6.3.4),silP H16_A1986,766
H16_A1987,1,0,NC_008313.1,2163306,2163806,-,gene,0,0.1778318363380336,215,ambiguous,NA,NA,NA,NA,NA
H16_A1988,1,1,NC_008313.1,2164228,2164710,+,gene,0.48248576666988324,0.5055712860162778,215,non-essential,Q0KA82,Q0KA82_CUPNH,Uncharacterized protein,H16_A1988,160
H16_A1989,8,8,NC_008313.1,2164838,2166337,+,gene,1.2411375025210605,0.9236699928720251,215.125,non-essential,Q0KA81,Q0KA81_CUPNH,"Uncharacterized conserved protein, putative adenylylsulphate kinase",cysC H16_A1989,509
H16_A1990,3,2,NC_008313.1,2166520,2167185,+,gene,0.7126821793821047,0.6103144573256538,211,non-essential,Q0KA80,Q0KA80_CUPNH,Nitroreductase (EC 1.-.-.-),nfnB2 H16_A1990,221
H16_A1991,2,2,NC_008313.1,2167231,2167473,+,gene,1.977144212898889,0.9515755424965312,209.33333333333334,non-essential,Q0KA79,Q0KA79_CUPNH,Uncharacterized protein,H16_A1991,80
H16_A1992,1,1,NC_008313.1,2167576,2167938,-,gene,0.6546044879683696,0.6544186722636502,211,non-essential,Q0KA78,Q0KA78_CUPNH,DnaK suppressor protein,dksA2 H16_A1992,120
H16_A1994,0,0,NC_008313.1,2168271,2168603,NA,gene,0,0.319883634733824,214,ambiguous,Q0KA77,Q0KA77_CUPNH,Uncharacterized protein,H16_A1994,110
H16_A1995,4,3,NC_008313.1,2168667,2169335,-,gene,1.0592023500169472,0.8070498901927622,212,non-essential,Q0KA76,Q0KA76_CUPNH,Uncharacterized protein,H16_A1995,222
H16_A1997,7,5,NC_008313.1,2169854,2171491,+,gene,0.7070295708047694,0.5006669381242916,215.71428571428572,non-essential,Q0KA74,Q0KA74_CUPNH,60 kDa chaperonin,groELb H16_A1997,545
H16_A1998,3,3,NC_008313.1,2171511,2172167,-,gene,1.0684978345110554,0.8110032294132022,214,non-essential,Q0KA73,Q0KA73_CUPNH,Putative lipoprotein,osmY1 H16_A1998,218
H16_A1999,4,4,NC_008313.1,2172193,2172819,-,gene,1.4999475018374357,0.9354699115251144,213,non-essential,Q0KA72,Q0KA72_CUPNH,Phosphoribosyl transferase (EC 2.4.2.-),prsT H16_A1999,208
H16_A2000,9,9,NC_008313.1,2172852,2173475,-,gene,3.407129228625943,0.9999387521698477,211.33333333333334,non-essential,NA,NA,NA,NA,NA
H16_A2001,3,3,NC_008313.1,2173819,2174298,+,gene,1.5128135306042179,0.9237851169314295,207,non-essential,Q0KA70,Q0KA70_CUPNH,Uncharacterized protein,H16_A2001,159
H16_A2004,3,3,NC_008313.1,2177060,2177899,-,gene,0.8678847911869191,0.6999944018709392,206,non-essential,Q0KA67,Q0KA67_CUPNH,"Universal stress protein, UspA family",H16_A2004,279
H16_A2005,1,1,NC_008313.1,2178260,2178538,-,gene,0.8688701212942691,0.7649522188187927,207,non-essential,Q0KA66,Q0KA66_CUPNH,Uncharacterized protein,H16_A2005,92
H16_A2006,2,2,NC_008313.1,2178579,2179031,-,gene,1.0687871403531273,0.8100535057686632,207,non-essential,Q0KA65,Q0KA65_CUPNH,"Universal stress protein, UspA family",H16_A2006,150
H16_A2007,1,1,NC_008313.1,2179376,2179816,-,gene,0.5463286713286714,0.5692823301734231,208,non-essential,NA,NA,NA,NA,NA
H16_A2008,3,3,NC_008313.1,2179908,2180372,-,gene,1.5321130903742441,0.9264561147782915,211,non-essential,Q0KA63,Q0KA63_CUPNH,"Universal stress protein, UspA family",H16_A2008,154
H16_A2010,3,3,NC_008313.1,2181908,2182759,-,gene,0.7904180257465497,0.63903196627227,223,non-essential,Q0KA61,Q0KA61_CUPNH,Beta-propeller domains of methanol dehydrogenase-type (Homolog),H16_A2010,306
H16_A2011,4,2,NC_008313.1,2182890,2183342,-,gene,1.005631536604988,0.7860561713516164,220,non-essential,Q0KA60,Q0KA60_CUPNH,Uncharacterized protein,H16_A2011,150
H16_A2013,5,4,NC_008313.1,2185377,2186171,-,gene,1.1449507671170138,0.8476894705854855,220.6,non-essential,Q0KA58,Q0KA58_CUPNH,"Transcriptional regulator, FNR-like",fnr2 H16_A2013,264
H16_A2014,2,2,NC_008313.1,2186538,2186960,+,gene,1.0578876100203116,0.8061339137086225,224,non-essential,Q0KA57,Q0KA57_CUPNH,"Molecular chaperone, HSP20 family",ibpA3 H16_A2014,140
H16_A2015,4,4,NC_008313.1,2186989,2187453,+,gene,1.9199849480021896,0.9727581756428718,224.75,non-essential,Q0KA56,Q0KA56_CUPNH,Putative signal-transduction protein,H16_A2015,154
H16_A2016,2,1,NC_008313.1,2187522,2188169,+,gene,0.3419458084282803,0.32026459747593944,226,non-essential,Q0KA55,Q0KA55_CUPNH,Putative lipoprotein,osmY2 H16_A2016,215
H16_A2017,1,0,NC_008313.1,2188264,2188917,+,gene,0,0.09313830341854429,226,essential,Q0KA54,Q0KA54_CUPNH,Putative lipoprotein,osmY3 H16_A2017,217
H16_A2018,12,9,NC_008313.1,2188973,2191669,+,gene,0.7401985241984192,0.4876188737388978,225.5,non-essential,Q0KA53,Q0KA53_CUPNH,Acyl-CoA synthetase (NDP forming),H16_A2018,898
H16_A2019,3,3,NC_008313.1,2192034,2192351,+,gene,2.0845203518670354,0.9706757654427317,226.66666666666666,non-essential,Q0KA52,Q0KA52_CUPNH,Response regulator,H16_A2019,132
H16_A2020,7,4,NC_008313.1,2192391,2193038,-,gene,1.361757756912623,0.9113507758785597,227.14285714285714,non-essential,Q0KA51,Q0KA51_CUPNH,"Response regulator, NarL-family",H16_A2020,215
H16_A2021,2,2,NC_008313.1,2193436,2194266,NA,gene,0.5261219550691851,0.41250266531875396,229.33333333333334,non-essential,Q0KA50,Q0KA50_CUPNH,"Universal stress protein, UspA family",H16_A2021,276
H16_A2022,3,3,NC_008313.1,2194326,2195684,-,gene,0.4844585691031703,0.2684784850896756,228,non-essential,Q0KA49,Q0KA49_CUPNH,Putative RNA Modifying Enzyme,H16_A2022,452
H16_A2023,12,10,NC_008313.1,2196011,2198623,+,gene,0.8359135197309028,0.632497062475849,230.08333333333334,non-essential,Q0KA48,Q0KA48_CUPNH,Putative calcium P-type ATPase (EC 3.6.3.8),H16_A2023,904
H16_A2024,1,1,NC_008313.1,2199132,2199626,NA,gene,0.4343973171621692,0.4495895840070705,233,non-essential,NA,NA,NA,NA,NA
H16_A2025,5,4,NC_008313.1,2199810,2200262,+,gene,1.813433918468011,0.9676423785882029,242.4,non-essential,Q0KA46,Q0KA46_CUPNH,Uncharacterized protein,H16_A2025,150
H16_A2026,1,1,NC_008313.1,2200339,2200761,+,gene,0.4777556948478826,0.5004905281251719,248,non-essential,Q0KA45,Q0KA45_CUPNH,Hypothetical membrane spanning protein,H16_A2026,140
H16_A2027,23,19,NC_008313.1,2201367,2203070,+,gene,2.3941592594739403,0.9999917345176886,234.43478260869566,non-essential,Q0KA44,Q0KA44_CUPNH,Sulfate permease family (SulP) transporter,H16_A2027,567
H16_A2029,6,6,NC_008313.1,2205020,2205643,-,gene,2.0232812226014,0.9894730346421263,238,non-essential,Q0KA42,Q0KA42_CUPNH,Uncharacterized protein,H16_A2029,207
H16_A2031,18,18,NC_008313.1,2207427,2208386,+,gene,3.943183112661123,0.9999999922034548,238.33333333333334,non-essential,Q0KA40,Q0KA40_CUPNH,Tramsmembrane protein,H16_A2031,331
H16_A2032,14,11,NC_008313.1,2208590,2209114,+,gene,4.36433620516719,0.9999988051530352,239.5,non-essential,Q0KA39,Q0KA39_CUPNH,Hypothetical membrane associated protein,H16_A2032,174
H16_A2033,18,14,NC_008313.1,2209169,2209516,-,gene,8.49389476726013,0.9999999999900213,237.72222222222223,non-essential,Q0KA38,Q0KA38_CUPNH,UPF0125 protein H16_A2033,H16_A2033,115
H16_A2034,0,0,NC_008313.1,2209503,2209940,NA,gene,0,0.1895837532973125,237,ambiguous,Q0KA37,Q0KA37_CUPNH,Predicted oligoketide cyclase/lipid transport protein,H16_A2034,145
H16_A2035,4,4,NC_008313.1,2210119,2210571,+,gene,1.8828845791752964,0.9709451696516216,234.75,non-essential,Q0KA36,SSRP_CUPNH,SsrA-binding protein (Small protein B),smpB H16_A2035,150
H16_A2036,13,8,NC_008313.1,2210612,2211544,-,gene,1.8499334023975136,0.9913276776327477,232.3846153846154,non-essential,Q0KA35,Q0KA35_CUPNH,"Membrane protease subunits, stomatin/prohibitin homologs (EC 3.4.-.-)",H16_A2036,310
H16_A2037,4,2,NC_008313.1,2211645,2212067,-,gene,1.014851868135842,0.7906293164579798,233.25,non-essential,Q0KA34,Q0KA34_CUPNH,Hypothetical membrane associated protein,H16_A2037,140
H16_A2039,4,4,NC_008313.1,2215002,2215805,+,gene,1.0509114029141773,0.8087087008821912,237,non-essential,Q0KA32,PSRP_CUPNH,"Putative phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)",H16_A2039,267
H16_A2040,12,9,NC_008313.1,2215857,2216639,-,gene,2.4280488199682733,0.9990805199131445,236.75,non-essential,Q0KA31,Q0KA31_CUPNH,23S rRNA methyltransferase,H16_A2040,260
H16_A2041,9,6,NC_008313.1,2216665,2217381,-,gene,1.7604807286042907,0.979155594111488,237.88888888888889,non-essential,Q0KA30,RNH2_CUPNH,Ribonuclease HII (RNase HII) (EC 3.1.26.4),rnhB H16_A2041,238
H16_A2044,1,0,NC_008313.1,2219540,2219989,-,gene,0,0.18240180821520152,236,ambiguous,Q0KA27,FABZ_CUPNH,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase),fabZ H16_A2044,149
H16_A2046,0,0,NC_008313.1,2221147,2221674,NA,gene,0,0.1355534706915534,236,ambiguous,Q0KA25,Q0KA25_CUPNH,Hypothetical outer membrane protein,H16_A2046,175
H16_A2047,0,0,NC_008313.1,2221698,2224007,NA,gene,0,1.4391703686171404e-4,235,essential,Q0KA24,Q0KA24_CUPNH,Outer membrane protein assembly factor BamA,bamA H16_A2047,801
H16_A2048,8,7,NC_008313.1,2224130,2225533,-,gene,1.0660915864052,0.8412080904665556,234.25,non-essential,Q0KA23,Q0KA23_CUPNH,Zinc metalloprotease (EC 3.4.24.-),rseP H16_A2048,467
H16_A2050,0,0,NC_008313.1,2226833,2227654,NA,gene,0,0.0435493475212889,237,essential,Q0KA21,Q0KA21_CUPNH,Phosphatidate cytidylyltransferase (EC 2.7.7.41),H16_A2050,273
H16_A2052,0,0,NC_008313.1,2228506,2229066,NA,gene,0,0.11428132474949353,241,ambiguous,Q0KA19,RRF_CUPNH,Ribosome-recycling factor (RRF) (Ribosome-releasing factor),frr H16_A2052,186
H16_A2054,0,0,NC_008313.1,2230159,2231037,NA,gene,0,0.032133103235683046,243,essential,Q0KA17,EFTS_CUPNH,Elongation factor Ts (EF-Ts),tsf H16_A2054,292
H16_A2055,0,0,NC_008313.1,2231334,2232080,NA,gene,0,0.05470013765353968,242,essential,Q0KA16,RS2_CUPNH,30S ribosomal protein S2,rpsB H16_A2055,248
H16_A2056,1,0,NC_008313.1,2232417,2233235,+,gene,0,0.04234704559501155,240,essential,Q0KA15,Q0KA15_CUPNH,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),map H16_A2056,272
H16_A2057,46,34,NC_008313.1,2233323,2235905,+,gene,2.754829864948517,0.9999999998910057,239.19565217391303,non-essential,Q0KA14,Q0KA14_CUPNH,Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)],glnD H16_A2057,860
H16_A2058,17,11,NC_008313.1,2235928,2237679,+,gene,1.3197740546818384,0.9614952837299734,238.7058823529412,non-essential,Q0KA13,Q0KA13_CUPNH,16S rRNA uridine-516 pseudouridylate synthase (EC 4.2.1.70),rsuA1 H16_A2058,583
H16_A2059,9,9,NC_008313.1,2237768,2238301,-,gene,3.503226861186582,0.9999502023841307,240.22222222222223,non-essential,Q0KA12,Q0KA12_CUPNH,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),dmf def H16_A2059,177
H16_A2060,1,0,NC_008313.1,2238316,2240445,-,gene,0,2.3580494660063956e-4,241,essential,Q0KA11,DNLJ_CUPNH,DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]),ligA H16_A2060,709
H16_A2061,1,1,NC_008313.1,2240458,2241782,-,pseudogene,0.15669854959822493,0.03568247641015718,241,essential,NA,NA,NA,NA,NA
H16_A2062,0,0,NC_008313.1,2241779,2245294,NA,gene,0,8.742537513294461e-7,241,essential,Q0KA09,Q0KA09_CUPNH,Chromosome partition protein Smc,smc H16_A2062,1171
H16_A2063,22,16,NC_008313.1,2245725,2246552,+,gene,4.0390650955631,0.9999999691230256,239.45454545454547,non-essential,Q0KA08,Q0KA08_CUPNH,Uncharacterized protein,H16_A2063,275
H16_A2064,25,22,NC_008313.1,2246570,2247538,-,gene,4.774637127578304,0.9999999999943803,237.96,non-essential,Q0KA07,Q0KA07_CUPNH,Conserved hypothetical transmembrane protein,H16_A2064,322
H16_A2067,4,3,NC_008313.1,2250045,2250428,+,gene,0.758267716627911,0.6108672633936405,516.5,non-essential,Q0KA04,Q0KA04_CUPNH,Uncharacterized protein,H16_A2067,127
H16_A2068,11,9,NC_008313.1,2250451,2250798,+,gene,2.5035327628987574,0.9992397383630252,517.3636363636364,non-essential,Q0KA03,Q0KA03_CUPNH,Arsenate reductase or related protein (Glutaredoxin family) (EC 1.20.4.1),arsC1 H16_A2068,115
H16_A2070,12,9,NC_008313.1,2251995,2252888,+,gene,0.9765879319773952,0.7921063846341572,516,non-essential,Q0KA01,Q0KA01_CUPNH,50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB),dam prmB H16_A2070,297
H16_A2071,8,1,NC_008313.1,2252951,2253261,+,pseudogene,0.3104725158612908,0.2716314573167107,519.125,non-essential,NA,NA,NA,NA,NA
H16_A2072,27,23,NC_008313.1,2253266,2254528,+,gene,1.745693450158175,0.9997787339618438,523.074074074074,non-essential,Q0K9Z9,Q0K9Z9_CUPNH,Predicted permease,H16_A2072,420
H16_A2073,11,7,NC_008313.1,2254535,2255857,-,gene,0.5062148723036826,0.13647099078670438,522.9090909090909,non-essential,Q0K9Z8,Q0K9Z8_CUPNH,Uncharacterized protein,H16_A2073,440
